# selid,regid,reg_class_name,reg_name,res_type,priv,id,bankid,base
# selid = SelID
#         Only decimal number is accesptable.
# regid = RegID
#         Only decimal number is accesptable.
# reg_class_name = Class name of the register
#         Any string is accesptable.
# reg_name = Instance name of the register
#         Any string is accesptable.
# res_type = The register is accessible only if the mechanithm is enabled. If disabled, RIE/UCPOP will occur.
#         V:Virtualization resources (enabled HVCFG.HVE=1)
#         F: FPU resource (enabled PSW.CU0=1)
#         S: FXU (SIMD) resource (enabled PSW.CU1=1)
#         -:No special resource (enabled always)
# priv = Accessible privilege mode. If the register is accessed by lower mode, PIE will occur.
#        If register has different mode for each PE or R/W access type,
#        set lowest mode and check the mode in Read/Write function for each register.
#         H:HV privilege (If HVCFG.HVE=0, HV is treated as SV)
#         D:DB && SV privilege
#         S:SV privilege
#         U:UM privilege
# id = If multiple registers is instantiated from same "reg_class_name" class,
#      the id number will be put for them to distinguish for each.
# bankid = The bank id of MPU entry registers.
# base = name of base class for the register.
#        Basically, virtualized registers have common base classes.
41,22,MPUA_N,MPUA22_B1,-,S,22,1,-
41,23,MPUA_N,MPUA23_B1,-,S,23,1,-
41,24,MPUA_N,MPUA24_B1,-,S,24,1,-
41,25,MPUA_N,MPUA25_B1,-,S,25,1,-
41,26,MPUA_N,MPUA26_B1,-,S,26,1,-
41,27,MPUA_N,MPUA27_B1,-,S,27,1,-
41,28,MPUA_N,MPUA28_B1,-,S,28,1,-
41,29,MPUA_N,MPUA29_B1,-,S,29,1,-
41,30,MPUA_N,MPUA30_B1,-,S,30,1,-
41,31,MPUA_N,MPUA31_B1,-,S,31,1,-
42,0,MPAT_N,MPAT0_B1,-,S,0,1,-
42,1,MPAT_N,MPAT1_B1,-,S,1,1,-
42,2,MPAT_N,MPAT2_B1,-,S,2,1,-
42,3,MPAT_N,MPAT3_B1,-,S,3,1,-
42,4,MPAT_N,MPAT4_B1,-,S,4,1,-
42,5,MPAT_N,MPAT5_B1,-,S,5,1,-
42,6,MPAT_N,MPAT6_B1,-,S,6,1,-
42,7,MPAT_N,MPAT7_B1,-,S,7,1,-
42,8,MPAT_N,MPAT8_B1,-,S,8,1,-
42,9,MPAT_N,MPAT9_B1,-,S,9,1,-
42,10,MPAT_N,MPAT10_B1,-,S,10,1,-
42,11,MPAT_N,MPAT11_B1,-,S,11,1,-
42,12,MPAT_N,MPAT12_B1,-,S,12,1,-
42,13,MPAT_N,MPAT13_B1,-,S,13,1,-
42,14,MPAT_N,MPAT14_B1,-,S,14,1,-
42,15,MPAT_N,MPAT15_B1,-,S,15,1,-
42,16,MPAT_N,MPAT16_B1,-,S,16,1,-
42,17,MPAT_N,MPAT17_B1,-,S,17,1,-
42,18,MPAT_N,MPAT18_B1,-,S,18,1,-
